Cod judet,Codul SIRUTA,judet,localitatea,rang,judecatorie,tribunal,CA,Populatie
41,174860,Vrancea,Adjud,municipiu,JudecatoriaADJUD,TribunalulVRANCEA,CurteadeApelGALATI,18470
41,175260,Vrancea,Boghesti,comuna,JudecatoriaADJUD,TribunalulVRANCEA,CurteadeApelGALATI,1657
41,175787,Vrancea,Corbita,comuna,JudecatoriaADJUD,TribunalulVRANCEA,CurteadeApelGALATI,1859
41,176445,Vrancea,Homocea,comuna,JudecatoriaADJUD,TribunalulVRANCEA,CurteadeApelGALATI,7167
41,177236,Vrancea,Paunesti,comuna,JudecatoriaADJUD,TribunalulVRANCEA,CurteadeApelGALATI,6649
41,178894,Vrancea,Ploscuteni,comuna,JudecatoriaADJUD,TribunalulVRANCEA,CurteadeApelGALATI,3518
41,177352,Vrancea,Pufesti,comuna,JudecatoriaADJUD,TribunalulVRANCEA,CurteadeApelGALATI,4276
41,177557,Vrancea,Ruginesti,comuna,JudecatoriaADJUD,TribunalulVRANCEA,CurteadeApelGALATI,4267
41,177879,Vrancea,Tanasoaia,comuna,JudecatoriaADJUD,TribunalulVRANCEA,CurteadeApelGALATI,2164
34,143682,Sibiu,Agnita,oras,JudecatoriaAGNITA,TribunalulSIBIU,CurteadeApelALBAIULIA,10913
34,143888,Sibiu,Altina,comuna,JudecatoriaAGNITA,TribunalulSIBIU,CurteadeApelALBAIULIA,1694
34,144232,Sibiu,Barghis,comuna,JudecatoriaAGNITA,TribunalulSIBIU,CurteadeApelALBAIULIA,2182
34,144376,Sibiu,Bradeni,comuna,JudecatoriaAGNITA,TribunalulSIBIU,CurteadeApelALBAIULIA,1411
34,144410,Sibiu,Bruiu,comuna,JudecatoriaAGNITA,TribunalulSIBIU,CurteadeApelALBAIULIA,728
34,144456,Sibiu,Chirpar,comuna,JudecatoriaAGNITA,TribunalulSIBIU,CurteadeApelALBAIULIA,1587
34,144651,Sibiu,Iacobeni,comuna,JudecatoriaAGNITA,TribunalulSIBIU,CurteadeApelALBAIULIA,2741
34,144893,Sibiu,Marpod,comuna,JudecatoriaAGNITA,TribunalulSIBIU,CurteadeApelALBAIULIA,899
34,144964,Sibiu,Merghindeal,comuna,JudecatoriaAGNITA,TribunalulSIBIU,CurteadeApelALBAIULIA,1274
34,145042,Sibiu,Mihaileni,comuna,JudecatoriaAGNITA,TribunalulSIBIU,CurteadeApelALBAIULIA,1046
34,145140,Sibiu,Nocrich,comuna,JudecatoriaAGNITA,TribunalulSIBIU,CurteadeApelALBAIULIA,3053
1,1213,Alba,Aiud,municipiu,JudecatoriaAIUD,TribunalulALBA,CurteadeApelALBAIULIA,25660
1,4302,Alba,Farau,comuna,JudecatoriaAIUD,TribunalulALBA,CurteadeApelALBAIULIA,1527
1,4703,Alba,Hoparta,comuna,JudecatoriaAIUD,TribunalulALBA,CurteadeApelALBAIULIA,1202
1,5167,Alba,Livezile,comuna,JudecatoriaAIUD,TribunalulALBA,CurteadeApelALBAIULIA,1302
1,5210,Alba,Lopadea Noua,comuna,JudecatoriaAIUD,TribunalulALBA,CurteadeApelALBAIULIA,2779
1,5309,Alba,Lunca Muresului,comuna,JudecatoriaAIUD,TribunalulALBA,CurteadeApelALBAIULIA,2464
1,5755,Alba,Miraslau,comuna,JudecatoriaAIUD,TribunalulALBA,CurteadeApelALBAIULIA,2139
1,6048,Alba,Noslac,comuna,JudecatoriaAIUD,TribunalulALBA,CurteadeApelALBAIULIA,1748
1,1794,Alba,Ocna Mures,oras,JudecatoriaAIUD,TribunalulALBA,CurteadeApelALBAIULIA,14818
1,6397,Alba,Ponor,comuna,JudecatoriaAIUD,TribunalulALBA,CurteadeApelALBAIULIA,513
1,6547,Alba,Radesti,comuna,JudecatoriaAIUD,TribunalulALBA,CurteadeApelALBAIULIA,1312
1,6627,Alba,Ramet,comuna,JudecatoriaAIUD,TribunalulALBA,CurteadeApelALBAIULIA,535
1,6592,Alba,Rimetea,comuna,JudecatoriaAIUD,TribunalulALBA,CurteadeApelALBAIULIA,1075
1,7767,Alba,Stremt,comuna,JudecatoriaAIUD,TribunalulALBA,CurteadeApelALBAIULIA,2551
1,8096,Alba,Teius,oras,JudecatoriaAIUD,TribunalulALBA,CurteadeApelALBAIULIA,7374
1,8158,Alba,Unirea,comuna,JudecatoriaAIUD,TribunalulALBA,CurteadeApelALBAIULIA,5159
1,1017,Alba,Alba Iulia,municipiu,JudecatoriaALBAIULIA,TribunalulALBA,CurteadeApelALBAIULIA,68843
1,2309,Alba,Almasu Mare,comuna,JudecatoriaALBAIULIA,TribunalulALBA,CurteadeApelALBAIULIA,1368
1,2988,Alba,Berghin,comuna,JudecatoriaALBAIULIA,TribunalulALBA,CurteadeApelALBAIULIA,2084
1,3397,Alba,Blandiana,comuna,JudecatoriaALBAIULIA,TribunalulALBA,CurteadeApelALBAIULIA,1030
1,3841,Alba,Ceru-Bacainti,comuna,JudecatoriaALBAIULIA,TribunalulALBA,CurteadeApelALBAIULIA,284
1,1071,Alba,Ciugud,comuna,JudecatoriaALBAIULIA,TribunalulALBA,CurteadeApelALBAIULIA,2873
1,4142,Alba,Cricau,comuna,JudecatoriaALBAIULIA,TribunalulALBA,CurteadeApelALBAIULIA,2179
1,1696,Alba,Cugir,oras,JudecatoriaALBAIULIA,TribunalulALBA,CurteadeApelALBAIULIA,25450
1,4366,Alba,Galda de Jos,comuna,JudecatoriaALBAIULIA,TribunalulALBA,CurteadeApelALBAIULIA,4410
1,4927,Alba,Ighiu,comuna,JudecatoriaALBAIULIA,TribunalulALBA,CurteadeApelALBAIULIA,6629
1,4981,Alba,Intregalde,comuna,JudecatoriaALBAIULIA,TribunalulALBA,CurteadeApelALBAIULIA,642
1,5577,Alba,Metes,comuna,JudecatoriaALBAIULIA,TribunalulALBA,CurteadeApelALBAIULIA,2930
1,5700,Alba,Mihalt,comuna,JudecatoriaALBAIULIA,TribunalulALBA,CurteadeApelALBAIULIA,3387
1,7044,Alba,Salistea,comuna,JudecatoriaALBAIULIA,TribunalulALBA,CurteadeApelALBAIULIA,2276
1,7384,Alba,Santimbru,comuna,JudecatoriaALBAIULIA,TribunalulALBA,CurteadeApelALBAIULIA,3047
1,7810,Alba,Sibot,comuna,JudecatoriaALBAIULIA,TribunalulALBA,CurteadeApelALBAIULIA,2481
1,8826,Alba,Vintu de Jos,comuna,JudecatoriaALBAIULIA,TribunalulALBA,CurteadeApelALBAIULIA,5445
1,1936,Alba,Zlatna,oras,JudecatoriaALBAIULIA,TribunalulALBA,CurteadeApelALBAIULIA,8067
5,26699,Bihor,Alesd,oras,JudecatoriaALESD,TribunalulBIHOR,CurteadeApelORADEA,10655
5,26742,Bihor,Astileu,comuna,JudecatoriaALESD,TribunalulBIHOR,CurteadeApelORADEA,3739
5,27212,Bihor,Auseu,comuna,JudecatoriaALESD,TribunalulBIHOR,CurteadeApelORADEA,3018
5,27560,Bihor,Borod,comuna,JudecatoriaALESD,TribunalulBIHOR,CurteadeApelORADEA,3896
5,27686,Bihor,Bratca,comuna,JudecatoriaALESD,TribunalulBIHOR,CurteadeApelORADEA,5064
5,27757,Bihor,Brusturi,comuna,JudecatoriaALESD,TribunalulBIHOR,CurteadeApelORADEA,3768
5,27935,Bihor,Bulz,comuna,JudecatoriaALESD,TribunalulBIHOR,CurteadeApelORADEA,2093
5,29902,Bihor,Lugasu de Jos,comuna,JudecatoriaALESD,TribunalulBIHOR,CurteadeApelORADEA,3438
5,30069,Bihor,Magesti,comuna,JudecatoriaALESD,TribunalulBIHOR,CurteadeApelORADEA,2752
5,31379,Bihor,Sinteu,comuna,JudecatoriaALESD,TribunalulBIHOR,CurteadeApelORADEA,1143
5,31510,Bihor,Suncuius,comuna,JudecatoriaALESD,TribunalulBIHOR,CurteadeApelORADEA,3234
5,31878,Bihor,Tetchea,comuna,JudecatoriaALESD,TribunalulBIHOR,CurteadeApelORADEA,3094
5,31716,Bihor,Tileagd,comuna,JudecatoriaALESD,TribunalulBIHOR,CurteadeApelORADEA,7147
5,31976,Bihor,Vadu Crisului,comuna,JudecatoriaALESD,TribunalulBIHOR,CurteadeApelORADEA,4066
5,32090,Bihor,Varciorog,comuna,JudecatoriaALESD,TribunalulBIHOR,CurteadeApelORADEA,2177
36,151790,Teleorman,Alexandria,municipiu,JudecatoriaALEXANDRIA,TribunalulTELEORMAN,CurteadeApelBUCURESTI,48613
36,152038,Teleorman,Babaita,comuna,JudecatoriaALEXANDRIA,TribunalulTELEORMAN,CurteadeApelBUCURESTI,2713
36,152127,Teleorman,Bogdana,comuna,JudecatoriaALEXANDRIA,TribunalulTELEORMAN,CurteadeApelBUCURESTI,2502
36,152252,Teleorman,Brinceni,comuna,JudecatoriaALEXANDRIA,TribunalulTELEORMAN,CurteadeApelBUCURESTI,2888
36,152270,Teleorman,Bujoreni,comuna,JudecatoriaALEXANDRIA,TribunalulTELEORMAN,CurteadeApelBUCURESTI,1051
36,152332,Teleorman,Buzescu,comuna,JudecatoriaALEXANDRIA,TribunalulTELEORMAN,CurteadeApelBUCURESTI,4398
36,152350,Teleorman,Calinesti,comuna,JudecatoriaALEXANDRIA,TribunalulTELEORMAN,CurteadeApelBUCURESTI,3373
36,152902,Teleorman,Draganesti-Vlasca,comuna,JudecatoriaALEXANDRIA,TribunalulTELEORMAN,CurteadeApelBUCURESTI,4224
36,155127,Teleorman,Frasinet,comuna,JudecatoriaALEXANDRIA,TribunalulTELEORMAN,CurteadeApelBUCURESTI,2873
36,152948,Teleorman,Furculesti,comuna,JudecatoriaALEXANDRIA,TribunalulTELEORMAN,CurteadeApelBUCURESTI,3452
36,153240,Teleorman,Magura,comuna,JudecatoriaALEXANDRIA,TribunalulTELEORMAN,CurteadeApelBUCURESTI,2810
36,153204,Teleorman,Mavrodin,comuna,JudecatoriaALEXANDRIA,TribunalulTELEORMAN,CurteadeApelBUCURESTI,2463
36,153339,Teleorman,Mirzanesti,comuna,JudecatoriaALEXANDRIA,TribunalulTELEORMAN,CurteadeApelBUCURESTI,3981
36,151816,Teleorman,Nanov,comuna,JudecatoriaALEXANDRIA,TribunalulTELEORMAN,CurteadeApelBUCURESTI,3548
36,154996,Teleorman,Nenciulesti,comuna,JudecatoriaALEXANDRIA,TribunalulTELEORMAN,CurteadeApelBUCURESTI,2603
36,153507,Teleorman,Orbeasca,comuna,JudecatoriaALEXANDRIA,TribunalulTELEORMAN,CurteadeApelBUCURESTI,7699
36,153605,Teleorman,Plosca,comuna,JudecatoriaALEXANDRIA,TribunalulTELEORMAN,CurteadeApelBUCURESTI,6199
36,151834,Teleorman,Poroschia,comuna,JudecatoriaALEXANDRIA,TribunalulTELEORMAN,CurteadeApelBUCURESTI,4609
36,153909,Teleorman,Rasmiresti,comuna,JudecatoriaALEXANDRIA,TribunalulTELEORMAN,CurteadeApelBUCURESTI,825
36,154497,Teleorman,Storobaneasa ,comuna,JudecatoriaALEXANDRIA,TribunalulTELEORMAN,CurteadeApelBUCURESTI,3138
36,154834,Teleorman,Tiganesti,comuna,JudecatoriaALEXANDRIA,TribunalulTELEORMAN,CurteadeApelBUCURESTI,5143
36,153776,Teleorman,Vitanesti,comuna,JudecatoriaALEXANDRIA,TribunalulTELEORMAN,CurteadeApelBUCURESTI,2798
2,9262,Arad,Arad,municipiu,JudecatoriaARAD,TribunalulARAD,CurteadeApelTIMISOARA,163957
2,9495,Arad,Curtici,oras,JudecatoriaARAD,TribunalulARAD,CurteadeApelTIMISOARA,8147
2,12912,Arad,Dorobanti,comuna,JudecatoriaARAD,TribunalulARAD,CurteadeApelTIMISOARA,1574
2,10827,Arad,Felnac,comuna,JudecatoriaARAD,TribunalulARAD,CurteadeApelTIMISOARA,3123
2,9280,Arad,Fintanele,comuna,JudecatoriaARAD,TribunalulARAD,CurteadeApelTIMISOARA,3498
2,12920,Arad,Frumuseni,comuna,JudecatoriaARAD,TribunalulARAD,CurteadeApelTIMISOARA,2737
2,11352,Arad,Iratosu,comuna,JudecatoriaARAD,TribunalulARAD,CurteadeApelTIMISOARA,2435
2,9333,Arad,Livada,comuna,JudecatoriaARAD,TribunalulARAD,CurteadeApelTIMISOARA,3093
2,11398,Arad,Macea,comuna,JudecatoriaARAD,TribunalulARAD,CurteadeApelTIMISOARA,6656
2,9627,Arad,Nadlac,oras,JudecatoriaARAD,TribunalulARAD,CurteadeApelTIMISOARA,7978
2,11584,Arad,Pecica,oras,JudecatoriaARAD,TribunalulARAD,CurteadeApelTIMISOARA,13924
2,11637,Arad,Peregu Mare,comuna,JudecatoriaARAD,TribunalulARAD,CurteadeApelTIMISOARA,1750
2,12144,Arad,Sagu,comuna,JudecatoriaARAD,TribunalulARAD,CurteadeApelTIMISOARA,3981
2,11940,Arad,Secusigiu,comuna,JudecatoriaARAD,TribunalulARAD,CurteadeApelTIMISOARA,6262
2,12206,Arad,Seitin,comuna,JudecatoriaARAD,TribunalulARAD,CurteadeApelTIMISOARA,3098
2,12037,Arad,Semlac,comuna,JudecatoriaARAD,TribunalulARAD,CurteadeApelTIMISOARA,3947
2,12368,Arad,Siria,comuna,JudecatoriaARAD,TribunalulARAD,CurteadeApelTIMISOARA,8657
2,9360,Arad,Sofronea,comuna,JudecatoriaARAD,TribunalulARAD,CurteadeApelTIMISOARA,2811
2,12643,Arad,Vinga,comuna,JudecatoriaARAD,TribunalulARAD,CurteadeApelTIMISOARA,6500
2,9397,Arad,Vladimirescu,comuna,JudecatoriaARAD,TribunalulARAD,CurteadeApelTIMISOARA,11900
2,12938,Arad,Zadareni,comuna,JudecatoriaARAD,TribunalulARAD,CurteadeApelTIMISOARA,2628
2,12876,Arad,Zimandu Nou,comuna,JudecatoriaARAD,TribunalulARAD,CurteadeApelTIMISOARA,4818
34,143959,Sibiu,Arpasu de Jos,comuna,JudecatoriaAVRIG,TribunalulSIBIU,CurteadeApelALBAIULIA,2843
34,144054,Sibiu,Avrig,oras,JudecatoriaAVRIG,TribunalulSIBIU,CurteadeApelALBAIULIA,14446
34,146021,Sibiu,Boita,comuna,JudecatoriaAVRIG,TribunalulSIBIU,CurteadeApelALBAIULIA,1743
34,144508,Sibiu,Carta,comuna,JudecatoriaAVRIG,TribunalulSIBIU,CurteadeApelALBAIULIA,900
34,144535,Sibiu,Cartisoara,comuna,JudecatoriaAVRIG,TribunalulSIBIU,CurteadeApelALBAIULIA,1252
34,145293,Sibiu,Porumbacu de Jos,comuna,JudecatoriaAVRIG,TribunalulSIBIU,CurteadeApelALBAIULIA,3186
34,145355,Sibiu,Racovita,comuna,JudecatoriaAVRIG,TribunalulSIBIU,CurteadeApelALBAIULIA,2912
34,145827,Sibiu,Talmaciu,oras,JudecatoriaAVRIG,TribunalulSIBIU,CurteadeApelALBAIULIA,7661
34,145934,Sibiu,Turnu Rosu,comuna,JudecatoriaAVRIG,TribunalulSIBIU,CurteadeApelALBAIULIA,2632
38,159650,Tulcea,Babadag,oras,JudecatoriaBABADAG,TribunalulTULCEA,CurteadeApelCONSTANTA,10131
38,159785,Tulcea,Baia,comuna,JudecatoriaBABADAG,TribunalulTULCEA,CurteadeApelCONSTANTA,4606
38,159847,Tulcea,Beidaud,comuna,JudecatoriaBABADAG,TribunalulTULCEA,CurteadeApelCONSTANTA,1586
38,159963,Tulcea,Casimcea,comuna,JudecatoriaBABADAG,TribunalulTULCEA,CurteadeApelCONSTANTA,2921
38,160092,Tulcea,Ceamurlia de Jos,comuna,JudecatoriaBABADAG,TribunalulTULCEA,CurteadeApelCONSTANTA,2312
38,160225,Tulcea,Ciucurova,comuna,JudecatoriaBABADAG,TribunalulTULCEA,CurteadeApelCONSTANTA,2155
38,160644,Tulcea,Jurilovca,comuna,JudecatoriaBABADAG,TribunalulTULCEA,CurteadeApelCONSTANTA,4625
38,160831,Tulcea,Mihai Bravu,comuna,JudecatoriaBABADAG,TribunalulTULCEA,CurteadeApelCONSTANTA,2525
38,161179,Tulcea,Sarichioi,comuna,JudecatoriaBABADAG,TribunalulTULCEA,CurteadeApelCONSTANTA,6801
38,161259,Tulcea,Slava Cercheza,comuna,JudecatoriaBABADAG,TribunalulTULCEA,CurteadeApelCONSTANTA,2320
38,161348,Tulcea,Stejaru,comuna,JudecatoriaBABADAG,TribunalulTULCEA,CurteadeApelCONSTANTA,1783
38,161384,Tulcea,Topolog,comuna,JudecatoriaBABADAG,TribunalulTULCEA,CurteadeApelCONSTANTA,4744
4,20297,Bacau,Bacau,municipiu,JudecatoriaBACAU,TribunalulBACAU,CurteadeApelBACAU,173760
4,21668,Bacau,Buhoci,comuna,JudecatoriaBACAU,TribunalulBACAU,CurteadeApelBACAU,4980
4,21855,Bacau,Cleja,comuna,JudecatoriaBACAU,TribunalulBACAU,CurteadeApelBACAU,7025
4,21891,Bacau,Colonesti,comuna,JudecatoriaBACAU,TribunalulBACAU,CurteadeApelBACAU,2209
4,21971,Bacau,Corbasca,comuna,JudecatoriaBACAU,TribunalulBACAU,CurteadeApelBACAU,5637
4,22111,Bacau,Damienesti,comuna,JudecatoriaBACAU,TribunalulBACAU,CurteadeApelBACAU,1836
4,22460,Bacau,Faraoani,comuna,JudecatoriaBACAU,TribunalulBACAU,CurteadeApelBACAU,5334
4,22488,Bacau,Filipeni,comuna,JudecatoriaBACAU,TribunalulBACAU,CurteadeApelBACAU,2245
4,26346,Bacau,Gioseni,comuna,JudecatoriaBACAU,TribunalulBACAU,CurteadeApelBACAU,3879
4,20313,Bacau,Hemeius,comuna,JudecatoriaBACAU,TribunalulBACAU,CurteadeApelBACAU,5072
4,22941,Bacau,Horgesti,comuna,JudecatoriaBACAU,TribunalulBACAU,CurteadeApelBACAU,5018
4,26379,Bacau,Itesti,comuna,JudecatoriaBACAU,TribunalulBACAU,CurteadeApelBACAU,1656
4,23127,Bacau,Izvoru Berheciului,comuna,JudecatoriaBACAU,TribunalulBACAU,CurteadeApelBACAU,1712
4,20359,Bacau,Letea Veche,comuna,JudecatoriaBACAU,TribunalulBACAU,CurteadeApelBACAU,6798
4,23207,Bacau,Lipova,comuna,JudecatoriaBACAU,TribunalulBACAU,CurteadeApelBACAU,3065
4,23350,Bacau,Luizi-Calugara,comuna,JudecatoriaBACAU,TribunalulBACAU,CurteadeApelBACAU,5234
4,20411,Bacau,Magura,comuna,JudecatoriaBACAU,TribunalulBACAU,CurteadeApelBACAU,4990
4,20466,Bacau,Margineni,comuna,JudecatoriaBACAU,TribunalulBACAU,CurteadeApelBACAU,9876
4,23644,Bacau,Negri,comuna,JudecatoriaBACAU,TribunalulBACAU,CurteadeApelBACAU,2846
4,23715,Bacau,Nicolae Balcescu,comuna,JudecatoriaBACAU,TribunalulBACAU,CurteadeApelBACAU,9534
16,68342,Bacau,Odobesti,comuna,JudecatoriaBACAU,TribunalulBACAU,CurteadeApelBACAU,4983
4,23948,Bacau,Orbeni ,comuna,JudecatoriaBACAU,TribunalulBACAU,CurteadeApelBACAU,3997
4,24187,Bacau,Pancesti,comuna,JudecatoriaBACAU,TribunalulBACAU,CurteadeApelBACAU,4342
4,24034,Bacau,Parava,comuna,JudecatoriaBACAU,TribunalulBACAU,CurteadeApelBACAU,3497
4,24089,Bacau,Parincea,comuna,JudecatoriaBACAU,TribunalulBACAU,CurteadeApelBACAU,3779
4,24427,Bacau,Plopana,comuna,JudecatoriaBACAU,TribunalulBACAU,CurteadeApelBACAU,3379
4,26361,Bacau,Prajesti,comuna,JudecatoriaBACAU,TribunalulBACAU,CurteadeApelBACAU,2615
4,24766,Bacau,Racaciuni,comuna,JudecatoriaBACAU,TribunalulBACAU,CurteadeApelBACAU,8256
4,24999,Bacau,Rosiori,comuna,JudecatoriaBACAU,TribunalulBACAU,CurteadeApelBACAU,2289
4,26320,Bacau,Sarata,comuna,JudecatoriaBACAU,TribunalulBACAU,CurteadeApelBACAU,2556
4,25068,Bacau,Sascut,comuna,JudecatoriaBACAU,TribunalulBACAU,CurteadeApelBACAU,10096
4,25228,Bacau,Saucesti,comuna,JudecatoriaBACAU,TribunalulBACAU,CurteadeApelBACAU,5387
4,25362,Bacau,Secuieni,comuna,JudecatoriaBACAU,TribunalulBACAU,CurteadeApelBACAU,2145
4,25692,Bacau,Tamasi,comuna,JudecatoriaBACAU,TribunalulBACAU,CurteadeApelBACAU,3230
4,25861,Bacau,Traian,comuna,JudecatoriaBACAU,TribunalulBACAU,CurteadeApelBACAU,2935
4,25932,Bacau,Ungureni,comuna,JudecatoriaBACAU,TribunalulBACAU,CurteadeApelBACAU,3899
4,26083,Bacau,Valea Seaca,comuna,JudecatoriaBACAU,TribunalulBACAU,CurteadeApelBACAU,4274
27,109924,Mehedinti,Baia de Arama,oras,JudecatoriaBAIADEARAMA,TribunalulMEHEDINTI,CurteadeApelCRAIOVA,5715
27,110296,Mehedinti,Bala,comuna,JudecatoriaBAIADEARAMA,TribunalulMEHEDINTI,CurteadeApelCRAIOVA,4306
27,110456,Mehedinti,Balta,comuna,JudecatoriaBAIADEARAMA,TribunalulMEHEDINTI,CurteadeApelCRAIOVA,1060
27,112370,Mehedinti,Izverna,comuna,JudecatoriaBAIADEARAMA,TribunalulMEHEDINTI,CurteadeApelCRAIOVA,2175
27,110027,Mehedinti,Obarsia-Closani,comuna,JudecatoriaBAIADEARAMA,TribunalulMEHEDINTI,CurteadeApelCRAIOVA,1073
27,112995,Mehedinti,Ponoarele,comuna,JudecatoriaBAIADEARAMA,TribunalulMEHEDINTI,CurteadeApelCRAIOVA,2712
26,107001,Maramures,Ardusat ,comuna,JudecatoriaBAIAMARE,TribunalulMARAMURES,CurteadeApelCLUJ,2931
26,107047,Maramures,Arinis ,comuna,JudecatoriaBAIAMARE,TribunalulMARAMURES,CurteadeApelCLUJ,1034
26,107083,Maramures,Asuaju de Sus ,comuna,JudecatoriaBAIAMARE,TribunalulMARAMURES,CurteadeApelCLUJ,1476
26,106318,Maramures,Baia Mare,municipiu,JudecatoriaBAIAMARE,TribunalulMARAMURES,CurteadeApelCLUJ,137334
26,106684,Maramures,Baia Sprie,oras,JudecatoriaBAIAMARE,TribunalulMARAMURES,CurteadeApelCLUJ,16487
26,107118,Maramures,Baita de sub Codru,comuna,JudecatoriaBAIAMARE,TribunalulMARAMURES,CurteadeApelCLUJ,1820
26,107190,Maramures,Basesti ,comuna,JudecatoriaBAIAMARE,TribunalulMARAMURES,CurteadeApelCLUJ,1519
26,107234,Maramures,Bicaz,comuna,JudecatoriaBAIAMARE,TribunalulMARAMURES,CurteadeApelCLUJ,1092
26,106782,Maramures,Cavnic,oras,JudecatoriaBAIAMARE,TribunalulMARAMURES,CurteadeApelCLUJ,5146
26,107662,Maramures,Cicarlau ,comuna,JudecatoriaBAIAMARE,TribunalulMARAMURES,CurteadeApelCLUJ,4023
26,179837,Maramures,Coas,comuna,JudecatoriaBAIAMARE,TribunalulMARAMURES,CurteadeApelCLUJ,1392
26,179846,Maramures,Coltau,comuna,JudecatoriaBAIAMARE,TribunalulMARAMURES,CurteadeApelCLUJ,2430
26,108035,Maramures,Dumbravita,comuna,JudecatoriaBAIAMARE,TribunalulMARAMURES,CurteadeApelCLUJ,4376
26,108106,Maramures,Farcasa,comuna,JudecatoriaBAIAMARE,TribunalulMARAMURES,CurteadeApelCLUJ,4095
26,179855,Maramures,Gardani,comuna,JudecatoriaBAIAMARE,TribunalulMARAMURES,CurteadeApelCLUJ,1614
26,106363,Maramures,Grosi ,comuna,JudecatoriaBAIAMARE,TribunalulMARAMURES,CurteadeApelCLUJ,2729
26,108366,Maramures,Oarta de Jos,comuna,JudecatoriaBAIAMARE,TribunalulMARAMURES,CurteadeApelCLUJ,1307
26,106407,Maramures,Recea,comuna,JudecatoriaBAIAMARE,TribunalulMARAMURES,CurteadeApelCLUJ,5907
26,108794,Maramures,Sacalaseni,comuna,JudecatoriaBAIAMARE,TribunalulMARAMURES,CurteadeApelCLUJ,2575
26,108918,Maramures,Salsig,comuna,JudecatoriaBAIAMARE,TribunalulMARAMURES,CurteadeApelCLUJ,1531
26,108963,Maramures,Seini,oras,JudecatoriaBAIAMARE,TribunalulMARAMURES,CurteadeApelCLUJ,10311
26,109096,Maramures,Sisesti,comuna,JudecatoriaBAIAMARE,TribunalulMARAMURES,CurteadeApelCLUJ,5422
26,106461,Maramures,Tautii Magheraus ,oras,JudecatoriaBAIAMARE,TribunalulMARAMURES,CurteadeApelCLUJ,7910
26,109265,Maramures,Ulmeni,oras,JudecatoriaBAIAMARE,TribunalulMARAMURES,CurteadeApelCLUJ,7530
26,107430,Maramures,Boiu Mare ,comuna,JudecatoriaBAIAMARE,TribunalulMARAMURES,CurteadeApelCLUJ,1181
26,108268,Maramures,Miresu Mare,comuna,JudecatoriaBAIAMARE,TribunalulMARAMURES,CurteadeApelCLUJ,5103
26,108491,Maramures,Remetea Chioarului,comuna,JudecatoriaBAIAMARE,TribunalulMARAMURES,CurteadeApelCLUJ,2874
26,108712,Maramures,Satulung,comuna,JudecatoriaBAIAMARE,TribunalulMARAMURES,CurteadeApelCLUJ,5916
26,109176,Maramures,Somcuta Mare,oras,JudecatoriaBAIAMARE,TribunalulMARAMURES,CurteadeApelCLUJ,8076
26,109354,Maramures,Valea Chioarului,comuna,JudecatoriaBAIAMARE,TribunalulMARAMURES,CurteadeApelCLUJ,2162
17,70520,Dolj,Afumati,comuna,JudecatoriaBAILESTI,TribunalulDOLJ,CurteadeApelCRAIOVA,2864
17,70316,Dolj,Bailesti,municipiu,JudecatoriaBAILESTI,TribunalulDOLJ,CurteadeApelCRAIOVA,19347
17,70897,Dolj,Bistret,comuna,JudecatoriaBAILESTI,TribunalulDOLJ,CurteadeApelCRAIOVA,4270
17,71518,Dolj,Caraula,comuna,JudecatoriaBAILESTI,TribunalulDOLJ,CurteadeApelCRAIOVA,2473
17,74842,Dolj,Catane,comuna,JudecatoriaBAILESTI,TribunalulDOLJ,CurteadeApelCRAIOVA,2023
17,71812,Dolj,Cioroiasi,comuna,JudecatoriaBAILESTI,TribunalulDOLJ,CurteadeApelCRAIOVA,1572
17,72383,Dolj,Galicea Mare,comuna,JudecatoriaBAILESTI,TribunalulDOLJ,CurteadeApelCRAIOVA,4325
17,74891,Dolj,Galiciuica,comuna,JudecatoriaBAILESTI,TribunalulDOLJ,CurteadeApelCRAIOVA,1635
17,72506,Dolj,Giubega,comuna,JudecatoriaBAILESTI,TribunalulDOLJ,CurteadeApelCRAIOVA,2141
17,74923,Dolj,Intorsura,comuna,JudecatoriaBAILESTI,TribunalulDOLJ,CurteadeApelCRAIOVA,1528
17,72882,Dolj,Izvoare,comuna,JudecatoriaBAILESTI,TribunalulDOLJ,CurteadeApelCRAIOVA,1774
17,73460,Dolj,Negoi,comuna,JudecatoriaBAILESTI,TribunalulDOLJ,CurteadeApelCRAIOVA,2320
17,73503,Dolj,Orodel,comuna,JudecatoriaBAILESTI,TribunalulDOLJ,CurteadeApelCRAIOVA,2889
17,73594,Dolj,Perisor,comuna,JudecatoriaBAILESTI,TribunalulDOLJ,CurteadeApelCRAIOVA,1816
17,73709,Dolj,Plenita,comuna,JudecatoriaBAILESTI,TribunalulDOLJ,CurteadeApelCRAIOVA,4865
17,73852,Dolj,Radovan,comuna,JudecatoriaBAILESTI,TribunalulDOLJ,CurteadeApelCRAIOVA,1272
17,73905,Dolj,Rast,comuna,JudecatoriaBAILESTI,TribunalulDOLJ,CurteadeApelCRAIOVA,3487
17,74224,Dolj,Silistea Crucii,comuna,JudecatoriaBAILESTI,TribunalulDOLJ,CurteadeApelCRAIOVA,1629
17,74554,Dolj,Urzicuta,comuna,JudecatoriaBAILESTI,TribunalulDOLJ,CurteadeApelCRAIOVA,2923
17,74732,Dolj,Vartop,comuna,JudecatoriaBAILESTI,TribunalulDOLJ,CurteadeApelCRAIOVA,1531
