Cod judet,Codul SIRUTA,judet,localitatea,rang,judecatorie,tribunal,CA,Populatie
15,65113,Covasna,Arcus,comuna,JudecatoriaSFANTUGHEORGHE,TribunalulCOVASNA,CurteadeApelBRASOV,1455
15,63447,Covasna,Baraolt,oras,JudecatoriaSFANTUGHEORGHE,TribunalulCOVASNA,CurteadeApelBRASOV,9293
15,63802,Covasna,Batani,comuna,JudecatoriaSFANTUGHEORGHE,TribunalulCOVASNA,CurteadeApelBRASOV,4527
15,63866,Covasna,Belin,comuna,JudecatoriaSFANTUGHEORGHE,TribunalulCOVASNA,CurteadeApelBRASOV,2835
15,65121,Covasna,Bixad,comuna,JudecatoriaSFANTUGHEORGHE,TribunalulCOVASNA,CurteadeApelBRASOV,1968
15,63893,Covasna,Bodoc,comuna,JudecatoriaSFANTUGHEORGHE,TribunalulCOVASNA,CurteadeApelBRASOV,2445
15,63937,Covasna,Borosneu Mare,comuna,JudecatoriaSFANTUGHEORGHE,TribunalulCOVASNA,CurteadeApelBRASOV,3314
15,64041,Covasna,Bradut,comuna,JudecatoriaSFANTUGHEORGHE,TribunalulCOVASNA,CurteadeApelBRASOV,4929
15,64238,Covasna,Chichis,comuna,JudecatoriaSFANTUGHEORGHE,TribunalulCOVASNA,CurteadeApelBRASOV,1610
15,64345,Covasna,Ghidfalau,comuna,JudecatoriaSFANTUGHEORGHE,TribunalulCOVASNA,CurteadeApelBRASOV,2662
15,64390,Covasna,Haghig,comuna,JudecatoriaSFANTUGHEORGHE,TribunalulCOVASNA,CurteadeApelBRASOV,2232
15,64425,Covasna,Ilieni,comuna,JudecatoriaSFANTUGHEORGHE,TribunalulCOVASNA,CurteadeApelBRASOV,2015
15,64504,Covasna,Malnas,comuna,JudecatoriaSFANTUGHEORGHE,TribunalulCOVASNA,CurteadeApelBRASOV,1131
15,65139,Covasna,Micfalau,comuna,JudecatoriaSFANTUGHEORGHE,TribunalulCOVASNA,CurteadeApelBRASOV,1845
15,64639,Covasna,Ozun,comuna,JudecatoriaSFANTUGHEORGHE,TribunalulCOVASNA,CurteadeApelBRASOV,4605
15,64773,Covasna,Reci,comuna,JudecatoriaSFANTUGHEORGHE,TribunalulCOVASNA,CurteadeApelBRASOV,2212
15,63394,Covasna,Sfantu Gheorghe,municipiu,JudecatoriaSFANTUGHEORGHE,TribunalulCOVASNA,CurteadeApelBRASOV,61100
15,64942,Covasna,Valcele,comuna,JudecatoriaSFANTUGHEORGHE,TribunalulCOVASNA,CurteadeApelBRASOV,4448
15,64906,Covasna,Valea Crisului,comuna,JudecatoriaSFANTUGHEORGHE,TribunalulCOVASNA,CurteadeApelBRASOV,2439
15,64997,Covasna,Varghis,comuna,JudecatoriaSFANTUGHEORGHE,TribunalulCOVASNA,CurteadeApelBRASOV,1773
34,143735,Sibiu,Cisnadie,oras,JudecatoriaSIBIU,TribunalulSIBIU,CurteadeApelALBAIULIA,16223
34,143487,Sibiu,Cristian,comuna,JudecatoriaSIBIU,TribunalulSIBIU,CurteadeApelALBAIULIA,4164
34,144795,Sibiu,Loamnes,comuna,JudecatoriaSIBIU,TribunalulSIBIU,CurteadeApelALBAIULIA,3074
34,143851,Sibiu,Ocna Sibiului,oras,JudecatoriaSIBIU,TribunalulSIBIU,CurteadeApelALBAIULIA,4198
34,145220,Sibiu,Pauca,comuna,JudecatoriaSIBIU,TribunalulSIBIU,CurteadeApelALBAIULIA,1888
34,143502,Sibiu,Poplaca,comuna,JudecatoriaSIBIU,TribunalulSIBIU,CurteadeApelALBAIULIA,1784
34,143520,Sibiu,Rasinari,comuna,JudecatoriaSIBIU,TribunalulSIBIU,CurteadeApelALBAIULIA,5687
34,145382,Sibiu,Rau Sadului,comuna,JudecatoriaSIBIU,TribunalulSIBIU,CurteadeApelALBAIULIA,599
34,145408,Sibiu,Rosia,comuna,JudecatoriaSIBIU,TribunalulSIBIU,CurteadeApelALBAIULIA,5273
34,145471,Sibiu,Sadu,comuna,JudecatoriaSIBIU,TribunalulSIBIU,CurteadeApelALBAIULIA,2460
34,143557,Sibiu,Selimbar,comuna,JudecatoriaSIBIU,TribunalulSIBIU,CurteadeApelALBAIULIA,7063
34,143450,Sibiu,Sibiu,municipiu,JudecatoriaSIBIU,TribunalulSIBIU,CurteadeApelALBAIULIA,154204
34,145603,Sibiu,Slimnic,comuna,JudecatoriaSIBIU,TribunalulSIBIU,CurteadeApelALBAIULIA,3744
34,145765,Sibiu,Sura Mare,comuna,JudecatoriaSIBIU,TribunalulSIBIU,CurteadeApelALBAIULIA,4215
34,145792,Sibiu,Sura Mica,comuna,JudecatoriaSIBIU,TribunalulSIBIU,CurteadeApelALBAIULIA,2692
34,145998,Sibiu,Vurpar,comuna,JudecatoriaSIBIU,TribunalulSIBIU,CurteadeApelALBAIULIA,2586
26,107314,Maramures,Barsana,comuna,JudecatoriaSIGHETUMARMATIEI,TribunalulMARAMURES,CurteadeApelCLUJ,4740
26,107350,Maramures,Bocicoiu Mare,comuna,JudecatoriaSIGHETUMARMATIEI,TribunalulMARAMURES,CurteadeApelCLUJ,4402
26,107519,Maramures,Budesti,comuna,JudecatoriaSIGHETUMARMATIEI,TribunalulMARAMURES,CurteadeApelCLUJ,3211
26,107546,Maramures,Calinesti,comuna,JudecatoriaSIGHETUMARMATIEI,TribunalulMARAMURES,CurteadeApelCLUJ,3188
26,107715,Maramures,Campulung la Tisa,comuna,JudecatoriaSIGHETUMARMATIEI,TribunalulMARAMURES,CurteadeApelCLUJ,2447
26,107975,Maramures,Desesti,comuna,JudecatoriaSIGHETUMARMATIEI,TribunalulMARAMURES,CurteadeApelCLUJ,2420
26,108151,Maramures,Giulesti,comuna,JudecatoriaSIGHETUMARMATIEI,TribunalulMARAMURES,CurteadeApelCLUJ,3134
26,108400,Maramures,Ocna Sugatag,comuna,JudecatoriaSIGHETUMARMATIEI,TribunalulMARAMURES,CurteadeApelCLUJ,4114
26,179864,Maramures,Oncesti,comuna,JudecatoriaSIGHETUMARMATIEI,TribunalulMARAMURES,CurteadeApelCLUJ,1539
26,108552,Maramures,Remeti,comuna,JudecatoriaSIGHETUMARMATIEI,TribunalulMARAMURES,CurteadeApelCLUJ,3115
26,108614,Maramures,Rona de Jos,comuna,JudecatoriaSIGHETUMARMATIEI,TribunalulMARAMURES,CurteadeApelCLUJ,2010
26,108632,Maramures,Rona de Sus,comuna,JudecatoriaSIGHETUMARMATIEI,TribunalulMARAMURES,CurteadeApelCLUJ,4519
26,108945,Maramures,Sapanta,comuna,JudecatoriaSIGHETUMARMATIEI,TribunalulMARAMURES,CurteadeApelCLUJ,3304
26,106620,Maramures,Sarasau,comuna,JudecatoriaSIGHETUMARMATIEI,TribunalulMARAMURES,CurteadeApelCLUJ,2602
26,106559,Maramures,Sighetu Marmatiei,municipiu,JudecatoriaSIGHETUMARMATIEI,TribunalulMARAMURES,CurteadeApelCLUJ,40799
26,106648,Maramures,Vadu Izei,comuna,JudecatoriaSIGHETUMARMATIEI,TribunalulMARAMURES,CurteadeApelCLUJ,2909
28,114603,Mures,Albesti,comuna,JudecatoriaSIGHISOARA,TribunalulMURES,CurteadeApelTARGUMURES,6027
28,115183,Mures,Apold,comuna,JudecatoriaSIGHISOARA,TribunalulMURES,CurteadeApelTARGUMURES,3198
28,120478,Mures,Chibed,comuna,JudecatoriaSIGHISOARA,TribunalulMURES,CurteadeApelTARGUMURES,1659
28,116493,Mures,Danes,comuna,JudecatoriaSIGHISOARA,TribunalulMURES,CurteadeApelTARGUMURES,5125
28,118469,Mures,Nades,comuna,JudecatoriaSIGHISOARA,TribunalulMURES,CurteadeApelTARGUMURES,2702
28,120496,Mures,Sarateni,comuna,JudecatoriaSIGHISOARA,TribunalulMURES,CurteadeApelTARGUMURES,2542
28,119206,Mures,Saschiz,comuna,JudecatoriaSIGHISOARA,TribunalulMURES,CurteadeApelTARGUMURES,2083
28,114514,Mures,Sighisoara,municipiu,JudecatoriaSIGHISOARA,TribunalulMURES,CurteadeApelTARGUMURES,31701
28,120254,Mures,Vanatori,comuna,JudecatoriaSIGHISOARA,TribunalulMURES,CurteadeApelTARGUMURES,4303
28,120174,Mures,Vetca,comuna,JudecatoriaSIGHISOARA,TribunalulMURES,CurteadeApelTARGUMURES,788
28,120218,Mures,Viisoara,comuna,JudecatoriaSIGHISOARA,TribunalulMURES,CurteadeApelTARGUMURES,1699
28,115637,Mures,Balauseri    ,comuna,JudecatoriaSIGHISOARA,TribunalulMURES,CurteadeApelTARGUMURES,4953
28,116796,Mures,Fintanele,comuna,JudecatoriaSIGHISOARA,TribunalulMURES,CurteadeApelTARGUMURES,4875
28,117042,Mures,Ghindari,comuna,JudecatoriaSIGHISOARA,TribunalulMURES,CurteadeApelTARGUMURES,3117
28,118511,Mures,Neaua,comuna,JudecatoriaSIGHISOARA,TribunalulMURES,CurteadeApelTARGUMURES,1330
28,119331,Mures,Singeorgiu de Padure,oras,JudecatoriaSIGHISOARA,TribunalulMURES,CurteadeApelTARGUMURES,5556
28,114854,Mures,Sovata,oras,JudecatoriaSIGHISOARA,TribunalulMURES,CurteadeApelTARGUMURES,9378
33,140208,Salaj,Banisor,comuna,JudecatoriaSIMLEULSILVANIEI,TribunalulSALAJ,CurteadeApelCLUJ,2177
33,140280,Salaj,Bobota,comuna,JudecatoriaSIMLEULSILVANIEI,TribunalulSALAJ,CurteadeApelCLUJ,3915
33,180037,Salaj,Boghis,comuna,JudecatoriaSIMLEULSILVANIEI,TribunalulSALAJ,CurteadeApelCLUJ,1933
33,140440,Salaj,Camar,comuna,JudecatoriaSIMLEULSILVANIEI,TribunalulSALAJ,CurteadeApelCLUJ,1698
33,140477,Salaj,Carastelec,comuna,JudecatoriaSIMLEULSILVANIEI,TribunalulSALAJ,CurteadeApelCLUJ,1040
33,140501,Salaj,Chiesd,comuna,JudecatoriaSIMLEULSILVANIEI,TribunalulSALAJ,CurteadeApelCLUJ,2578
33,140547,Salaj,Cizer,comuna,JudecatoriaSIMLEULSILVANIEI,TribunalulSALAJ,CurteadeApelCLUJ,2319
33,140627,Salaj,Crasna,comuna,JudecatoriaSIMLEULSILVANIEI,TribunalulSALAJ,CurteadeApelCLUJ,6611
33,141312,Salaj,Halmasd,comuna,JudecatoriaSIMLEULSILVANIEI,TribunalulSALAJ,CurteadeApelCLUJ,2412
33,141535,Salaj,Horoatu Crasnei,comuna,JudecatoriaSIMLEULSILVANIEI,TribunalulSALAJ,CurteadeApelCLUJ,2562
33,141722,Salaj,Ip,comuna,JudecatoriaSIMLEULSILVANIEI,TribunalulSALAJ,CurteadeApelCLUJ,3732
33,142006,Salaj,Maeriste,comuna,JudecatoriaSIMLEULSILVANIEI,TribunalulSALAJ,CurteadeApelCLUJ,3018
33,141946,Salaj,Marca,comuna,JudecatoriaSIMLEULSILVANIEI,TribunalulSALAJ,CurteadeApelCLUJ,2633
33,142239,Salaj,Nusfalau,comuna,JudecatoriaSIMLEULSILVANIEI,TribunalulSALAJ,CurteadeApelCLUJ,3733
33,142284,Salaj,Pericei,comuna,JudecatoriaSIMLEULSILVANIEI,TribunalulSALAJ,CurteadeApelCLUJ,4009
33,142337,Salaj,Plopis,comuna,JudecatoriaSIMLEULSILVANIEI,TribunalulSALAJ,CurteadeApelCLUJ,2506
33,142881,Salaj,Sarmasag,comuna,JudecatoriaSIMLEULSILVANIEI,TribunalulSALAJ,CurteadeApelCLUJ,6514
33,142612,Salaj,Sig,comuna,JudecatoriaSIMLEULSILVANIEI,TribunalulSALAJ,CurteadeApelCLUJ,3372
33,139884,Salaj,Simleu Silvaniei,oras,JudecatoriaSIMLEULSILVANIEI,TribunalulSALAJ,CurteadeApelCLUJ,16202
33,142952,Salaj,Valcau de Jos,comuna,JudecatoriaSIMLEULSILVANIEI,TribunalulSALAJ,CurteadeApelCLUJ,3198
33,143021,Salaj,Virsolt,comuna,JudecatoriaSIMLEULSILVANIEI,TribunalulSALAJ,CurteadeApelCLUJ,2315
31,130954,Prahova,Azuga,oras,JudecatoriaSINAIA,TribunalulPRAHOVA,CurteadeApelPLOIESTI,4847
31,131210,Prahova,Busteni,oras,JudecatoriaSINAIA,TribunalulPRAHOVA,CurteadeApelPLOIESTI,9943
31,131336,Prahova,Comarnic,oras,JudecatoriaSINAIA,TribunalulPRAHOVA,CurteadeApelPLOIESTI,12852
31,135226,Prahova,Secaria,comuna,JudecatoriaSINAIA,TribunalulPRAHOVA,CurteadeApelPLOIESTI,1287
31,131540,Prahova,Sinaia,oras,JudecatoriaSINAIA,TribunalulPRAHOVA,CurteadeApelPLOIESTI,11380
31,135654,Prahova,Talea,comuna,JudecatoriaSINAIA,TribunalulPRAHOVA,CurteadeApelPLOIESTI,1094
30,130286,Olt,Bălteni,comuna,JudecatoriaSLATINA,TribunalulOLT,CurteadeApelCRAIOVA,2071
30,125757,Olt,Barasti,comuna,JudecatoriaSLATINA,TribunalulOLT,CurteadeApelCRAIOVA,1623
30,126022,Olt,Brancoveni,comuna,JudecatoriaSLATINA,TribunalulOLT,CurteadeApelCRAIOVA,2864
30,125999,Olt,Brebeni,comuna,JudecatoriaSLATINA,TribunalulOLT,CurteadeApelCRAIOVA,2998
30,126166,Olt,Carlogani,comuna,JudecatoriaSLATINA,TribunalulOLT,CurteadeApelCRAIOVA,2625
30,126228,Olt,Colonesti,comuna,JudecatoriaSLATINA,TribunalulOLT,CurteadeApelCRAIOVA,2090
30,126326,Olt,Corbu,comuna,JudecatoriaSLATINA,TribunalulOLT,CurteadeApelCRAIOVA,2484
30,126380,Olt,Coteana,comuna,JudecatoriaSLATINA,TribunalulOLT,CurteadeApelCRAIOVA,2921
30,126406,Olt,Crampoia,comuna,JudecatoriaSLATINA,TribunalulOLT,CurteadeApelCRAIOVA,3621
30,126503,Olt,Cungrea,comuna,JudecatoriaSLATINA,TribunalulOLT,CurteadeApelCRAIOVA,2294
30,126433,Olt,Curtisoara,comuna,JudecatoriaSLATINA,TribunalulOLT,CurteadeApelCRAIOVA,4553
30,126772,Olt,Dobroteasa,comuna,JudecatoriaSLATINA,TribunalulOLT,CurteadeApelCRAIOVA,1835
30,126905,Olt,Fagetelu,comuna,JudecatoriaSLATINA,TribunalulOLT,CurteadeApelCRAIOVA,1261
30,127064,Olt,Ganeasa,comuna,JudecatoriaSLATINA,TribunalulOLT,CurteadeApelCRAIOVA,4093
30,130311,Olt,Ghimpeteni,comuna,JudecatoriaSLATINA,TribunalulOLT,CurteadeApelCRAIOVA,1779
30,127171,Olt,Gradinari,comuna,JudecatoriaSLATINA,TribunalulOLT,CurteadeApelCRAIOVA,2587
30,127322,Olt,Icoana,comuna,JudecatoriaSLATINA,TribunalulOLT,CurteadeApelCRAIOVA,1820
30,130348,Olt,Ipotesti,comuna,JudecatoriaSLATINA,TribunalulOLT,CurteadeApelCRAIOVA,1542
30,127386,Olt,Izvoarele,comuna,JudecatoriaSLATINA,TribunalulOLT,CurteadeApelCRAIOVA,3553
30,127411,Olt,Leleasca,comuna,JudecatoriaSLATINA,TribunalulOLT,CurteadeApelCRAIOVA,1424
30,127493,Olt,Maruntei,comuna,JudecatoriaSLATINA,TribunalulOLT,CurteadeApelCRAIOVA,4380
30,127563,Olt,Milcov,comuna,JudecatoriaSLATINA,TribunalulOLT,CurteadeApelCRAIOVA,1749
30,127689,Olt,Movileni,comuna,JudecatoriaSLATINA,TribunalulOLT,CurteadeApelCRAIOVA,3510
30,127714,Olt,Nicolae Titulescu,comuna,JudecatoriaSLATINA,TribunalulOLT,CurteadeApelCRAIOVA,1189
30,127858,Olt,Oporelu,comuna,JudecatoriaSLATINA,TribunalulOLT,CurteadeApelCRAIOVA,1285
30,127901,Olt,Optasi-Magura,comuna,JudecatoriaSLATINA,TribunalulOLT,CurteadeApelCRAIOVA,1130
30,128052,Olt,Perieti,comuna,JudecatoriaSLATINA,TribunalulOLT,CurteadeApelCRAIOVA,1840
30,128105,Olt,Piatra Olt,oras,JudecatoriaSLATINA,TribunalulOLT,CurteadeApelCRAIOVA,6119
30,128221,Olt,Plesoiu,comuna,JudecatoriaSLATINA,TribunalulOLT,CurteadeApelCRAIOVA,3285
30,128301,Olt,Poboru,comuna,JudecatoriaSLATINA,TribunalulOLT,CurteadeApelCRAIOVA,2246
30,128374,Olt,Potcoava,oras,JudecatoriaSLATINA,TribunalulOLT,CurteadeApelCRAIOVA,5811
30,128436,Olt,Priseaca,comuna,JudecatoriaSLATINA,TribunalulOLT,CurteadeApelCRAIOVA,1762
30,128659,Olt,Schitu,comuna,JudecatoriaSLATINA,TribunalulOLT,CurteadeApelCRAIOVA,2922
30,128711,Olt,Scornicesti,oras,JudecatoriaSLATINA,TribunalulOLT,CurteadeApelCRAIOVA,12255
30,129246,Olt,Serbanesti,comuna,JudecatoriaSLATINA,TribunalulOLT,CurteadeApelCRAIOVA,3068
30,128882,Olt,Simburesti,comuna,JudecatoriaSLATINA,TribunalulOLT,CurteadeApelCRAIOVA,1185
30,130366,Olt,Sirbii-Magura,comuna,JudecatoriaSLATINA,TribunalulOLT,CurteadeApelCRAIOVA,2199
30,125347,Olt,Slatina,municipiu,JudecatoriaSLATINA,TribunalulOLT,CurteadeApelCRAIOVA,76693
30,125374,Olt,Slatioara,comuna,JudecatoriaSLATINA,TribunalulOLT,CurteadeApelCRAIOVA,2751
30,128962,Olt,Spineni,comuna,JudecatoriaSLATINA,TribunalulOLT,CurteadeApelCRAIOVA,1918
30,129139,Olt,Strejesti,comuna,JudecatoriaSLATINA,TribunalulOLT,CurteadeApelCRAIOVA,3315
30,129317,Olt,Tatulesti,comuna,JudecatoriaSLATINA,TribunalulOLT,CurteadeApelCRAIOVA,1102
30,129380,Olt,Teslui,comuna,JudecatoriaSLATINA,TribunalulOLT,CurteadeApelCRAIOVA,2631
30,129503,Olt,Topana,comuna,JudecatoriaSLATINA,TribunalulOLT,CurteadeApelCRAIOVA,1086
30,129585,Olt,Tufeni,comuna,JudecatoriaSLATINA,TribunalulOLT,CurteadeApelCRAIOVA,2950
30,129656,Olt,Valea Mare,comuna,JudecatoriaSLATINA,TribunalulOLT,CurteadeApelCRAIOVA,3842
30,129816,Olt,Verguleasa,comuna,JudecatoriaSLATINA,TribunalulOLT,CurteadeApelCRAIOVA,2862
30,129987,Olt,Vilcele,comuna,JudecatoriaSLATINA,TribunalulOLT,CurteadeApelCRAIOVA,2770
30,129914,Olt,Vitomiresti,comuna,JudecatoriaSLATINA,TribunalulOLT,CurteadeApelCRAIOVA,2340
30,130231,Olt,Vulturesti,comuna,JudecatoriaSLATINA,TribunalulOLT,CurteadeApelCRAIOVA,2389
23,92783,Ialomita,Albesti,comuna,JudecatoriaSLOBOZIA,TribunalulIALOMITA,CurteadeApelBUCURESTI,1173
23,92836,Ialomita,Amara,oras,JudecatoriaSLOBOZIA,TribunalulIALOMITA,CurteadeApelBUCURESTI,8052
23,92872,Ialomita,Andrasesti,comuna,JudecatoriaSLOBOZIA,TribunalulIALOMITA,CurteadeApelBUCURESTI,2207
23,93021,Ialomita,Bucu,comuna,JudecatoriaSLOBOZIA,TribunalulIALOMITA,CurteadeApelBUCURESTI,2295
23,179793,Ialomita,Buesti,comuna,JudecatoriaSLOBOZIA,TribunalulIALOMITA,CurteadeApelBUCURESTI,1209
23,93067,Ialomita,Cazanesti,oras,JudecatoriaSLOBOZIA,TribunalulIALOMITA,CurteadeApelBUCURESTI,3489
23,93101,Ialomita,Ciochina,comuna,JudecatoriaSLOBOZIA,TribunalulIALOMITA,CurteadeApelBUCURESTI,3203
23,93156,Ialomita,Ciulnita,comuna,JudecatoriaSLOBOZIA,TribunalulIALOMITA,CurteadeApelBUCURESTI,2499
23,93209,Ialomita,Cocora,comuna,JudecatoriaSLOBOZIA,TribunalulIALOMITA,CurteadeApelBUCURESTI,1832
23,179971,Ialomita,Colelia,comuna,JudecatoriaSLOBOZIA,TribunalulIALOMITA,CurteadeApelBUCURESTI,1428
23,93236,Ialomita,Cosimbesti,comuna,JudecatoriaSLOBOZIA,TribunalulIALOMITA,CurteadeApelBUCURESTI,1647
23,93600,Ialomita,Gheorghe Doja,comuna,JudecatoriaSLOBOZIA,TribunalulIALOMITA,CurteadeApelBUCURESTI,2736
23,93628,Ialomita,Gheorghe Lazar  ,comuna,JudecatoriaSLOBOZIA,TribunalulIALOMITA,CurteadeApelBUCURESTI,2309
23,93735,Ialomita,Grivita,comuna,JudecatoriaSLOBOZIA,TribunalulIALOMITA,CurteadeApelBUCURESTI,2957
23,179980,Ialomita,Marculesti,comuna,JudecatoriaSLOBOZIA,TribunalulIALOMITA,CurteadeApelBUCURESTI,1676
23,94045,Ialomita,Milosesti,comuna,JudecatoriaSLOBOZIA,TribunalulIALOMITA,CurteadeApelBUCURESTI,2754
23,94107,Ialomita,Munteni-Buzau,comuna,JudecatoriaSLOBOZIA,TribunalulIALOMITA,CurteadeApelBUCURESTI,3502
23,179819,Ialomita,Ograda,comuna,JudecatoriaSLOBOZIA,TribunalulIALOMITA,CurteadeApelBUCURESTI,3194
23,94161,Ialomita,Perieti,comuna,JudecatoriaSLOBOZIA,TribunalulIALOMITA,CurteadeApelBUCURESTI,3676
23,94269,Ialomita,Reviga,comuna,JudecatoriaSLOBOZIA,TribunalulIALOMITA,CurteadeApelBUCURESTI,2931
23,94429,Ialomita,Scinteia,comuna,JudecatoriaSLOBOZIA,TribunalulIALOMITA,CurteadeApelBUCURESTI,4104
23,92658,Ialomita,Slobozia,municipiu,JudecatoriaSLOBOZIA,TribunalulIALOMITA,CurteadeApelBUCURESTI,51745
23,179702,Ialomita,Traian,comuna,JudecatoriaSLOBOZIA,TribunalulIALOMITA,CurteadeApelBUCURESTI,3764
27,110571,Mehedinti,Bacles,comuna,JudecatoriaSTREHAIA,TribunalulMEHEDINTI,CurteadeApelCRAIOVA,2078
27,110740,Mehedinti,Breznita-Motru,comuna,JudecatoriaSTREHAIA,TribunalulMEHEDINTI,CurteadeApelCRAIOVA,1571
27,110875,Mehedinti,Brosteni,comuna,JudecatoriaSTREHAIA,TribunalulMEHEDINTI,CurteadeApelCRAIOVA,2944
27,111006,Mehedinti,Butoiesti,comuna,JudecatoriaSTREHAIA,TribunalulMEHEDINTI,CurteadeApelCRAIOVA,3308
27,111275,Mehedinti,Corcova,comuna,JudecatoriaSTREHAIA,TribunalulMEHEDINTI,CurteadeApelCRAIOVA,5983
27,111587,Mehedinti,Dumbrava,comuna,JudecatoriaSTREHAIA,TribunalulMEHEDINTI,CurteadeApelCRAIOVA,1660
27,111685,Mehedinti,Floresti,comuna,JudecatoriaSTREHAIA,TribunalulMEHEDINTI,CurteadeApelCRAIOVA,2700
27,111916,Mehedinti,Greci,comuna,JudecatoriaSTREHAIA,TribunalulMEHEDINTI,CurteadeApelCRAIOVA,1222
27,111989,Mehedinti,Grozesti,comuna,JudecatoriaSTREHAIA,TribunalulMEHEDINTI,CurteadeApelCRAIOVA,2098
27,113518,Mehedinti,Stangaceaua,comuna,JudecatoriaSTREHAIA,TribunalulMEHEDINTI,CurteadeApelCRAIOVA,1359
27,110116,Mehedinti,Strehaia,oras,JudecatoriaSTREHAIA,TribunalulMEHEDINTI,CurteadeApelCRAIOVA,11397
27,113732,Mehedinti,Tamna,comuna,JudecatoriaSTREHAIA,TribunalulMEHEDINTI,CurteadeApelCRAIOVA,3350
27,113974,Mehedinti,Voloiac,comuna,JudecatoriaSTREHAIA,TribunalulMEHEDINTI,CurteadeApelCRAIOVA,1748
35,146799,Suceava,Adincata,comuna,JudecatoriaSUCEAVA,TribunalulSUCEAVA,CurteadeApelSUCEAVA,4164
35,151530,Suceava,Balaceana,comuna,JudecatoriaSUCEAVA,TribunalulSUCEAVA,CurteadeApelSUCEAVA,1636
35,147134,Suceava,Bosanci,comuna,JudecatoriaSUCEAVA,TribunalulSUCEAVA,CurteadeApelSUCEAVA,7238
35,147161,Suceava,Botosana,comuna,JudecatoriaSUCEAVA,TribunalulSUCEAVA,CurteadeApelSUCEAVA,2322
35,151567,Suceava,Ciprian Porumbescu,comuna,JudecatoriaSUCEAVA,TribunalulSUCEAVA,CurteadeApelSUCEAVA,2123
35,151433,Suceava,Comanesti,comuna,JudecatoriaSUCEAVA,TribunalulSUCEAVA,CurteadeApelSUCEAVA,2243
35,147937,Suceava,Darmanesti,comuna,JudecatoriaSUCEAVA,TribunalulSUCEAVA,CurteadeApelSUCEAVA,5855
41,175938,Suceava,Dumbraveni,comuna,JudecatoriaSUCEAVA,TribunalulSUCEAVA,CurteadeApelSUCEAVA,4396
35,148453,Suceava,Fintanele,comuna,JudecatoriaSUCEAVA,TribunalulSUCEAVA,CurteadeApelSUCEAVA,4873
35,151512,Suceava,Hintesti,comuna,JudecatoriaSUCEAVA,TribunalulSUCEAVA,CurteadeApelSUCEAVA,4051
35,147660,Suceava,Ilisesti,comuna,JudecatoriaSUCEAVA,TribunalulSUCEAVA,CurteadeApelSUCEAVA,2754
35,146281,Suceava,Ipotesti,comuna,JudecatoriaSUCEAVA,TribunalulSUCEAVA,CurteadeApelSUCEAVA,6157
35,149227,Suceava,Liteni,oras,JudecatoriaSUCEAVA,TribunalulSUCEAVA,CurteadeApelSUCEAVA,10294
35,146325,Suceava,Mitocu Dragomirnei,comuna,JudecatoriaSUCEAVA,TribunalulSUCEAVA,CurteadeApelSUCEAVA,4812
35,149414,Suceava,Moara,comuna,JudecatoriaSUCEAVA,TribunalulSUCEAVA,CurteadeApelSUCEAVA,5011
35,149833,Suceava,Patrauti,comuna,JudecatoriaSUCEAVA,TribunalulSUCEAVA,CurteadeApelSUCEAVA,5125
35,146370,Suceava,Salcea,oras,JudecatoriaSUCEAVA,TribunalulSUCEAVA,CurteadeApelSUCEAVA,10134
35,146432,Suceava,Scheia,comuna,JudecatoriaSUCEAVA,TribunalulSUCEAVA,CurteadeApelSUCEAVA,9954
35,150221,Suceava,Siminicea,comuna,JudecatoriaSUCEAVA,TribunalulSUCEAVA,CurteadeApelSUCEAVA,3027
35,150310,Suceava,Stroiesti,comuna,JudecatoriaSUCEAVA,TribunalulSUCEAVA,CurteadeApelSUCEAVA,3387
35,146263,Suceava,Suceava,municipiu,JudecatoriaSUCEAVA,TribunalulSUCEAVA,CurteadeApelSUCEAVA,106243
35,150524,Suceava,Todiresti,comuna,JudecatoriaSUCEAVA,TribunalulSUCEAVA,CurteadeApelSUCEAVA,5706
35,150588,Suceava,Udesti,comuna,JudecatoriaSUCEAVA,TribunalulSUCEAVA,CurteadeApelSUCEAVA,7742
35,151022,Suceava,Veresti,comuna,JudecatoriaSUCEAVA,TribunalulSUCEAVA,CurteadeApelSUCEAVA,7296
35,151344,Suceava,Zvoristea,comuna,JudecatoriaSUCEAVA,TribunalulSUCEAVA,CurteadeApelSUCEAVA,6153
16,65379,Dambovita,Aninoasa,comuna,JudecatoriaTARGOVISTE,TribunalulDAMBOVITA,CurteadeApelPLOIESTI,6242
16,66198,Dambovita,Baleni ,comuna,JudecatoriaTARGOVISTE,TribunalulDAMBOVITA,CurteadeApelPLOIESTI,8704
16,66223,Dambovita,Barbuletu ,comuna,JudecatoriaTARGOVISTE,TribunalulDAMBOVITA,CurteadeApelPLOIESTI,1594
16,66401,Dambovita,Bilciuresti ,comuna,JudecatoriaTARGOVISTE,TribunalulDAMBOVITA,CurteadeApelPLOIESTI,1746
16,66474,Dambovita,Bucsani,comuna,JudecatoriaTARGOVISTE,TribunalulDAMBOVITA,CurteadeApelPLOIESTI,6940
16,101564,Dambovita,Butimanu ,comuna,JudecatoriaTARGOVISTE,TribunalulDAMBOVITA,CurteadeApelPLOIESTI,2260
16,66526,Dambovita,Candesti ,comuna,JudecatoriaTARGOVISTE,TribunalulDAMBOVITA,CurteadeApelPLOIESTI,2923
